,document_id,last,first,state_dst,year,filing_date
0,8217571,Bilirakis,Gus M.,FL12,2020,2020-08-20
1,8217762,Bilirakis,Gus M.,FL12,2020,2020-12-09
2,8217474,Clay,Wm. Lacy,MO01,2020,2020-08-10
3,8216957,Comer,James,KY01,2020,2020-02-05
4,8217113,Comer,James,KY01,2020,2020-03-25
5,20016198,Conaway,K. Michael,TX11,2020,2020-03-10
6,20016729,Conaway,K. Michael,TX11,2020,2020-06-09
7,20017475,Conaway,K. Michael,TX11,2020,2020-10-05
8,20017610,Conaway,K. Michael,TX11,2020,2020-12-04
9,8216969,Fleischmann,"Charles J. ""Chuck""",TN03,2020,2020-02-12
10,8217821,Fleischmann,"Charles J. ""Chuck""",TN03,2020,2021-01-26
11,8217280,Fleischmann,"Charles J. ""Chuck""",TN03,2020,2020-05-28
12,8217559,Fleischmann,"Charles J. ""Chuck""",TN03,2020,2020-08-18
13,8217763,Fleischmann,"Charles J. ""Chuck""",TN03,2020,2020-12-09
14,8217737,Fleischmann,"Charles J. ""Chuck""",TN03,2020,2020-11-24
15,20016373,Gottheimer,Josh,NJ05,2020,2020-04-11
16,8219906,Guest,Michael Patrick,MS03,2020,2023-08-11
17,8217738,Hagedorn,James,MN01,2020,2020-11-20
18,20005968,Hill,James French,AR02,2020,2020-01-15
19,8217083,Holding,George,NC02,2020,2020-03-12
20,8217671,Holding,George,NC02,2020,2020-10-02
21,8217739,Holding,George,NC02,2020,2020-11-19
22,8217594,Holding,George,NC02,2020,2020-08-21
23,8217322,Hollingsworth,Trey,IN09,2020,2020-06-15
24,8217352,Hollingsworth,Trey,IN09,2020,2020-07-01
25,8217232,Hollingsworth,Trey,IN09,2020,2020-05-18
26,8217678,Hollingsworth,Trey,IN09,2020,2020-10-09
27,8217764,Hollingsworth,Trey,IN09,2020,2020-12-09
28,8217447,Hollingsworth,Trey,IN09,2020,2020-08-05
29,8217634,Hollingsworth,Trey,IN09,2020,2020-09-09
30,8217198,Kelly,Mike,PA16,2020,2020-05-05
31,8217253,Kelly,Mike,PA16,2020,2020-05-20
32,8217005,Kelly,Mike,PA16,2020,2020-02-25
33,8217163,Kelly,Mike,PA16,2020,2020-04-20
34,8217402,Kelly,Mike,PA16,2020,2020-07-22
35,8216878,Kennedy,Joseph P.,MA04,2020,2020-01-08
36,8217403,Kennedy,Joseph P.,MA04,2020,2020-07-21
37,8217660,Kennedy,Joseph P.,MA04,2020,2020-09-18
38,8216879,Khanna,Rohit,CA17,2020,2020-01-09
