,document_id,last,first,state_dst,year,filing_date
0,8218534,Cole,Tom,OK04,2022,2022-01-19
1,8218659,Cole,Tom,OK04,2022,2022-04-26
2,8218938,Cole,Tom,OK04,2022,2022-06-07
3,8218624,Costa,James M.,CA16,2022,2022-03-30
4,8219054,Davids,Sharice,KS03,2022,2022-06-30
5,8218535,Fleischmann,"Charles J. ""Chuck""",TN03,2022,2022-01-19
6,8218565,Fleischmann,"Charles J. ""Chuck""",TN03,2022,2022-02-11
7,8219298,Fleischmann,"Charles J. ""Chuck""",TN03,2022,2022-12-12
8,8218753,Fleischmann,"Charles J. ""Chuck""",TN03,2022,2022-05-16
9,8219328,Fleischmann,"Charles J. ""Chuck""",TN03,2022,2023-01-17
10,8219165,Fleischmann,"Charles J. ""Chuck""",TN03,2022,2022-08-12
11,8219277,Fleischmann,"Charles J. ""Chuck""",TN03,2022,2022-11-14
12,8218641,Franklin,Scott,FL15,2022,2022-04-08
13,8219043,Gonzalez,Vicente,TX15,2022,2022-06-27
14,8219336,Gonzalez,Anthony E.,OH16,2022,2023-01-20
15,8218540,Harshbarger,Diana,TN01,2022,2022-01-24
16,8218580,Harshbarger,Diana,TN01,2022,2022-02-28
17,8218662,Harshbarger,Diana,TN01,2022,2022-04-25
18,8219056,Harshbarger,Diana,TN01,2022,2022-06-29
19,8218621,Harshbarger,Diana,TN01,2022,2022-03-29
20,8219131,Harshbarger,Diana,TN01,2022,2022-07-28
21,8218894,Harshbarger,Diana,TN01,2022,2022-05-26
22,8219228,Harshbarger,Diana,TN01,2022,2022-09-27
23,8219266,Harshbarger,Diana,TN01,2022,2022-10-28
24,8219343,Harshbarger,Diana,TN01,2022,2023-01-30
25,8219281,Harshbarger,Diana,TN01,2022,2022-11-29
26,8219315,Harshbarger,Diana,TN01,2022,2023-01-03
27,8219202,Harshbarger,Diana,TN01,2022,2022-08-31
28,8218661,Hollingsworth,Trey,IN09,2022,2022-04-27
29,8219258,Hollingsworth,Trey,IN09,2022,2022-10-19
30,8218937,Hollingsworth,Trey,IN09,2022,2022-06-10
31,8219272,Hollingsworth,Trey,IN09,2022,2022-11-16
32,8219044,Hollingsworth,Trey,IN09,2022,2022-06-23
33,8219209,Hollingsworth,Trey,IN09,2022,2022-09-09
34,8219082,Kelly,Mike,PA16,2022,2022-07-13
35,8218936,Kelly,Mike,PA16,2022,2022-06-09
36,8218604,Kelly,Mike,PA16,2022,2022-03-10
37,8218856,Kelly,Mike,PA16,2022,2022-05-25
38,8219317,Kelly,Mike,PA16,2022,2023-01-11
39,8219156,Kelly,Mike,PA16,2022,2022-08-10
40,8218518,Khanna,Rohit,CA17,2022,2022-01-07
41,8218597,Khanna,Rohit,CA17,2022,2022-03-08
42,8218560,Khanna,Rohit,CA17,2022,2022-02-08
43,8218637,Khanna,Rohit,CA17,2022,2022-04-07
44,8218730,Khanna,Rohit,CA17,2022,2022-05-06
45,8219155,Khanna,Rohit,CA17,2022,2022-08-09
46,8218940,Khanna,Rohit,CA17,2022,2022-06-10
47,8219242,Khanna,Rohit,CA17,2022,2022-10-07
48,8218527,Kustoff,David,TN08,2022,2022-01-10
49,8219068,Khanna,Rohit,CA17,2022,2022-07-07
50,8219207,Khanna,Rohit,CA17,2022,2022-09-08
51,8219275,Khanna,Rohit,CA17,2022,2022-11-10
52,8218561,Kustoff,David,TN08,2022,2022-02-09
53,8219288,Khanna,Rohit,CA17,2022,2022-12-06
54,8219259,Kustoff,David,TN08,2022,2022-10-19
55,8219318,Khanna,Rohit,CA17,2022,2023-01-06
56,8218598,Lamborn,Doug,CO05,2022,2022-03-09
57,8219025,Lamborn,Doug,CO05,2022,2022-06-14
58,8219130,Lamborn,Doug,CO05,2022,2022-07-29
59,8219289,Lamborn,Doug,CO05,2022,2022-12-06
60,8218548,Lamborn,Doug,CO05,2022,2022-02-03
61,8219290,Lamborn,Doug,CO05,2022,2022-12-06
62,8218599,Long,Billy,MO07,2022,2022-03-08
63,8219354,Luetkemeyer,Blaine,MO03,2022,2023-02-06
64,8218855,McCaul,Michael T.,TX10,2022,2022-05-25
65,8218645,McCaul,Michael T.,TX10,2022,2022-04-18
66,8218579,McCaul,Michael T.,TX10,2022,2022-02-23
67,8218615,McCaul,Michael T.,TX10,2022,2022-03-17
68,8218545,McCaul,Michael T.,TX10,2022,2022-01-27
69,8219010,McCaul,Michael T.,TX10,2022,2022-06-14
70,8219185,McCaul,Michael T.,TX10,2022,2022-08-17
71,8219222,McCaul,Michael T.,TX10,2022,2022-09-19
72,8219090,McCaul,Michael T.,TX10,2022,2022-07-20
73,8219244,McCaul,Michael T.,TX10,2022,2022-10-13
74,8219273,McCaul,Michael T.,TX10,2022,2022-11-14
75,8219309,McCaul,Michael T.,TX10,2022,2022-12-22
76,8219340,McCaul,Michael T.,TX10,2022,2023-01-19
77,8218543,Rogers,Harold Dallas,KY05,2022,2022-01-21
78,8218652,Reisdorf,Richard B.,MN01,2022,2022-04-18
79,8218757,Rogers,Harold Dallas,KY05,2022,2022-05-16
80,8219218,Rogers,Harold Dallas,KY05,2022,2022-09-15
81,8218642,Rogers,Harold Dallas,KY05,2022,2022-04-08
82,8219057,Rogers,Harold Dallas,KY05,2022,2022-06-30
83,8218569,Rogers,Harold Dallas,KY05,2022,2022-02-15
84,8218620,Rogers,Harold Dallas,KY05,2022,2022-03-25
85,8218698,Rogers,Harold Dallas,KY05,2022,2022-05-05
86,8218933,Rogers,Harold Dallas,KY05,2022,2022-06-09
87,8219256,Rogers,Harold Dallas,KY05,2022,2022-10-14
88,8219135,Rogers,Harold Dallas,KY05,2022,2022-08-02
89,8219276,Rogers,Harold Dallas,KY05,2022,2022-11-10
90,8219297,Rogers,Harold Dallas,KY05,2022,2022-12-12
91,8219320,Rogers,Harold Dallas,KY05,2022,2023-01-09
92,8219092,San Nicolas,Michael Fq,GU00,2022,2022-07-18
93,8218558,Schrader,Kurt,OR05,2022,2022-02-07
94,8218557,Schrader,Kurt,OR05,2022,2022-02-07
95,8218777,Schrader,Kurt,OR05,2022,2022-05-17
96,8218587,Schrader,Kurt,OR05,2022,2022-03-02
97,8218628,Schrader,Kurt,OR05,2022,2022-04-01
98,8218564,Schrader,Kurt,OR05,2022,2022-02-11
99,8218631,Schrader,Kurt,OR05,2022,2022-04-05
100,8219166,Schrader,Kurt,OR05,2022,2022-08-11
101,8219067,Schrader,Kurt,OR05,2022,2022-07-06
102,8218930,Schrader,Kurt,OR05,2022,2022-06-02
103,8219265,Schrader,Kurt,OR05,2022,2022-11-02
104,8219205,Schrader,Kurt,OR05,2022,2022-09-07
105,8219241,Schrader,Kurt,OR05,2022,2022-10-06
106,8219454,Schrader,Kurt,OR05,2022,2023-01-06
107,8219294,Schrader,Kurt,OR05,2022,2022-12-08
108,8219219,Suozzi,Thomas,NY03,2022,2022-09-15
109,8219286,Suozzi,Thomas,NY03,2022,2022-12-01
110,8219250,Suozzi,Thomas,NY03,2022,2022-10-14
111,8219269,Upton,Fred,MI06,2022,2022-11-09
