,document_id,id,owner,asset,transactiontype,date,notif_date,amount,capgains,assettype,ticker
232,20024801,,jt,"d.r. horton, inc. common stock (dhi) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",p,03/07/2024,,"$1,001 - $15,000",,st,dhi
233,20024801,,jt,dassault systemes sa adr (dasty) [st],p,03/13/2024,,"$1,001 - $15,000",,st,dasty
234,20024801,,jt,"eaton corporation, plc ordinary shares (etn) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,03/13/2024,,"$1,001 - $15,000",,st,etn
235,20024801,,jt,een energy hldgs unsp/adr (xngsy) [st],p,03/26/2024,,"$1,001 - $15,000",,st,xngsy
236,20024801,,jt,endava plc american depositary shares (dava) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,03/14/2024,,"$1,001 - $15,000",,st,dava
237,20024801,,jt,fox factory holding corp. - common stock (foxf) [st],s,03/14/2024,,"$1,001 - $15,000",,st,foxf
238,20024801,,jt,haier smart home u/adr (hshcy) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,03/14/2024,,"$1,001 - $15,000",,st,hshcy
239,20024801,,jt,"hca healthcare, inc. common stock (hca) [st]",s,03/01/2024,,"$1,001 - $15,000",,st,hca
240,20024801,,jt,"intapp, inc. - common stock (inta) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,03/14/2024,,"$1,001 - $15,000",,st,inta
241,20024801,,jt,marriott international - class a common stock (mar) [st],s,03/13/2024,,"$1,001 - $15,000",,st,mar
242,20024801,,jt,"mercadolibre, inc. - common stock (meli) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,03/15/2024,,"$1,001 - $15,000",,st,meli
243,20024801,,jt,"mercadolibre, inc. - common stock (meli) [st]",p,03/12/2024,,"$1,001 - $15,000",,st,meli
244,20024801,,jt,oceanfirst financial corp. - common stock (ocfc) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,03/14/2024,,"$1,001 - $15,000",,st,ocfc
245,20024801,,jt,perella weinberg partners - class a common stock (pwp) [st],p,03/07/2024,,"$1,001 - $15,000",,st,pwp
246,20024801,,jt,"salesforce, inc. common stock (crm) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,03/13/2024,,"$1,001 - $15,000",,st,crm
247,20024801,,jt,shiseido co ltd ord american depositary shares (ssdoy) [st],s,03/13/2024,,"$1,001 - $15,000",,st,ssdoy
248,20024801,,jt,"shoals technologies group, inc. - class a common stock (shls) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,03/14/2024,,"$1,001 - $15,000",,st,shls
249,20024801,,jt,"synopsys, inc. - common stock (snps) [st]",s,03/13/2024,,"$1,001 - $15,000",,st,snps
250,20024801,,jt,taiwan semiconductor manufacturing company ltd. (tsm) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,03/12/2024,,"$1,001 - $15,000",,st,tsm
251,20024801,,jt,"tesla, inc. - common stock (tsla) [st]",s,03/15/2024,,"$1,001 - $15,000",,st,tsla
252,20025020,,jt,adobe inc. - common stock (adbe) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,04/29/2024,,"$1,001 - $15,000",,st,adbe
253,20025020,,jt,agree realty corporation common stock (adc) [st],p,04/15/2024,,"$1,001 - $15,000",,st,adc
254,20025020,,jt,alphabet inc. - class c capital stock (goog) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/29/2024,,"$1,001 - $15,000",,st,goog
255,20025020,,jt,alphabet inc. - class c capital stock (goog) [st],p,04/26/2024,,"$1,001 - $15,000",,st,goog
256,20025020,,jt,biontech se - american depositary shares (bntx) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/15/2024,,"$1,001 - $15,000",,st,bntx
257,20025020,,jt,chugai pharm unsp/adr (chgcy) [st],s,04/04/2024,,"$1,001 - $15,000",,st,chgcy
258,20025020,,jt,cognizant technology solutions corporation - class a common stock (ctsh) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,04/29/2024,,"$1,001 - $15,000",,st,ctsh
259,20025020,,jt,endava plc american depositary shares (dava) [st],p,04/15/2024,,"$1,001 - $15,000",,st,dava
260,20025020,,jt,fair isaac corproation common stock (fico) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/29/2024,,"$1,001 - $15,000",,st,fico
261,20025020,,jt,fastenal company - common stock (fast) [st],s,04/05/2024,,"$1,001 - $15,000",,st,fast
262,20025020,,jt,fox factory holding corp. - common stock (foxf) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/15/2024,,"$1,001 - $15,000",,st,foxf
263,20025020,,jt,"freeport-mcmoran, inc. common stock (fcx) [st]",p,04/29/2024,,"$1,001 - $15,000",,st,fcx
264,20025020,,jt,hillman solutions corp. - common stock (hlmn) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/25/2024,,"$1,001 - $15,000",,st,hlmn
265,20025020,,jt,"intapp, inc. - common stock (inta) [st]",p,04/15/2024,,"$1,001 - $15,000",,st,inta
266,20025020,,jt,nestle s.a s/adr (nsrgy) [st],p,04/10/2024,,"$1,001 - $15,000",,st,nsrgy
267,20025020,,jt,oceanfirst financial corp. - common stock (ocfc) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/15/2024,,"$1,001 - $15,000",,st,ocfc
268,20025020,,jt,"paragon 28, inc. common stock (fna) [st]",p,04/05/2024,,"$1,001 - $15,000",,st,fna
269,20025020,,jt,"shoals technologies group, inc. - class a common stock (shls) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",p,04/15/2024,,"$1,001 - $15,000",,st,shls
270,20025020,,jt,shopify inc. class a subordinate voting shares (shop) [st],s,04/29/2024,,"$1,001 - $15,000",,st,shop
271,20025020,,jt,tencent hldgs unsp/adr (tcehy) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/30/2024,,"$1,001 - $15,000",,st,tcehy
272,20025020,,jt,terex corporation common stock (tex) [st],s,04/25/2024,,"$1,001 - $15,000",,st,tex
273,20025020,,jt,"tesla, inc. - common stock (tsla) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",p,04/24/2024,,"$1,001 - $15,000",,st,tsla
274,20025020,,jt,"tesla, inc. - common stock (tsla) [st]",p,04/29/2024,,"$1,001 - $15,000",,st,tsla
275,20025020,,jt,"uber technologies, inc. common stock (uber) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,04/24/2024,,"$1,001 - $15,000",,st,uber
276,20025020,,jt,"vertiv holdings, llc class a common stock (vrt) [st]",p,04/29/2024,,"$1,001 - $15,000",,st,vrt
277,20025020,,jt,"workday, inc. - class a common stock (wday) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,04/29/2024,,"$1,001 - $15,000",,st,wday
278,20025020,,jt,zto express (zto) [st],p,04/17/2024,,"$1,001 - $15,000",,st,zto
279,20025020,,jt,zto express (zto) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,04/16/2024,,"$1,001 - $15,000",,st,zto
280,20024248,,jt,"advanced micro devices, inc. (amd) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,12/20/2023,,"$1,001 - $15,000",,st,amd
281,20024248,,jt,"allegro microsystems, inc. (algm) [st]",s,12/11/2023,,"$1,001 - $15,000",,st,algm
282,20024248,,jt,"alnylam pharmaceuticals, inc. (alny) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,12/11/2023,,"$1,001 - $15,000",,st,alny
283,20024248,,jt,alphabet inc. - class c capital stock (goog) [st],s,12/01/2023,,"$1,001 - $15,000",,st,goog
284,20024248,,jt,biontech se - american depositary shares (bntx) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,12/06/2023,,"$1,001 - $15,000",,st,bntx
285,20024248,,jt,biontech se - american depositary shares (bntx) [st],p,12/05/2023,,"$1,001 - $15,000",,st,bntx
286,20024248,,jt,biontech se - american depositary shares (bntx) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,12/07/2023,,"$1,001 - $15,000",,st,bntx
287,20024248,,jt,"celsius holdings, inc. (celh) [st]",p,12/04/2023,,"$1,001 - $15,000",,st,celh
288,20024248,,jt,"chart industries, inc. (gtls) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,12/11/2023,,"$1,001 - $15,000",,st,gtls
289,20024248,,jt,conocophillips (cop) [st],s,12/20/2023,,"$1,001 - $15,000",,st,cop
290,20024248,,jt,credicorp ltd. (bap) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/11/2023,,"$1,001 - $15,000",,st,bap
291,20024248,,jt,"d.r. horton, inc. (dhi) [st]",p,12/11/2023,,"$1,001 - $15,000",,st,dhi
292,20024248,,jt,dbs group holdings ltd ord american depositary shares (dbsdy) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,12/21/2023,,"$1,001 - $15,000",,st,dbsdy
293,20024248,,jt,edwards lifesciences corporation (ew) [st],p,12/11/2023,,"$1,001 - $15,000",,st,ew
294,20024248,,jt,enn energy holdings ltd unsponsored adr (xngsy) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/11/2023,,"$1,001 - $15,000",,st,xngsy
295,20024248,,jt,fanuc corporation unsponsored adr (fanuy) [st],s,12/06/2023,,"$1,001 - $15,000",,st,fanuy
296,20024248,,jt,"grand canyon education, inc. (lope) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,12/20/2023,,"$1,001 - $15,000",,st,lope
297,20024248,,jt,haier smart home u/adr (hshcy) [st],s,12/11/2023,,"$1,001 - $15,000",,st,hshcy
298,20024248,,jt,helen of troy limited (hele) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/11/2023,,"$1,001 - $15,000",,st,hele
299,20024248,,jt,"houlihan lokey, inc. class a (hli) [st]",s,12/20/2023,,"$1,001 - $15,000",,st,hli
300,20024248,,jt,"intapp, inc. (inta) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",p,12/20/2023,,"$1,001 - $15,000",,st,inta
301,20024248,,jt,kering unsponsored adr (ppruy) [st],s,12/05/2023,,"$1,001 - $15,000",,st,ppruy
302,20024248,,jt,lonza group ag zuerich unsponsored adr (lzagy) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/05/2023,,"$1,001 - $15,000",,st,lzagy
303,20024248,,jt,lonza group ag zuerich unsponsored adr (lzagy) [st],s,12/21/2023,,"$1,001 - $15,000",,st,lzagy
304,20024248,,jt,mastercard incorporated (ma) [st],s,12/20/2023,,"$1,001 - $15,000",,st,ma
305,20024248,,jt,monster beverage corporation (mnst) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/04/2023,,"$1,001 - $15,000",,st,mnst
306,20024248,,jt,northrop grumman corporation (noc) [st],p,12/29/2023,,"$15,001 - $50,000",,st,noc
307,20024248,,jt,oceanfirst financial corp. (ocfc) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/11/2023,,"$1,001 - $15,000",,st,ocfc
308,20024248,,jt,on semiconductor corporation (on) [st],s,12/11/2023,,"$1,001 - $15,000",,st,on
309,20024248,,jt,oracle corporation (orcl) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/14/2023,,"$1,001 - $15,000",,st,orcl
310,20024248,,jt,"patterson-uti energy, inc. (pten) [st]",s,12/11/2023,,"$1,001 - $15,000",,st,pten
311,20024248,,jt,"paycor hcm, inc. (pycr) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,12/11/2023,,"$1,001 - $15,000",,st,pycr
312,20024248,,jt,ping an insurance (pngay) [st],s,12/11/2023,,"$1,001 - $15,000",,st,pngay
313,20024248,,jt,"salesforce, inc. (crm) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",p,12/01/2023,,"$1,001 - $15,000",,st,crm
314,20024248,,jt,schneider electric se unsponsored adr (sbgsy) [st],s,12/05/2023,,"$1,001 - $15,000",,st,sbgsy
315,20024248,,jt,shiseido co ltd ord american depositary shares (ssdoy) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,12/11/2023,,"$1,001 - $15,000",,st,ssdoy
316,20024248,,jt,"shoals technologies group, inc. - class a (shls) [st]",s,12/11/2023,,"$1,001 - $15,000",,st,shls
317,20024248,,jt,sony group corporation american depositary shares (sony) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,12/06/2023,,"$1,001 - $15,000",,st,sony
318,20024248,,jt,"the vita coco company, inc. (coco) [st]",p,12/01/2023,,"$1,001 - $15,000",,st,coco
319,20024248,,jt,"tri pointe homes, inc. (tph) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",p,12/20/2023,,"$1,001 - $15,000",,st,tph
320,20024248,,jt,umb financial corporation (umbf) [st],p,12/20/2023,,"$1,001 - $15,000",,st,umbf
321,20025064,,,ngl energy partners lp common units representing limited partner interests (ngl) [st] f_____ s_____: new s_________ o_: equitable retirement account,s,05/07/2024,,"$250,001 - $500,000",,st,ngl
322,20025064,,,ngl energy partners lp common units representing limited partner interests (ngl) [st],s,05/10/2024,,"$15,001 - $50,000",,st,ngl
323,20024954,,,ngl energy partners lp common units representing limited partner interests (ngl) [st] f_____ s_____: new s_________ o_: equitable retirement account,s,04/25/2024,,"$100,001 - $250,000",,st,ngl
324,20025255,,,ngl energy partners lp common units representing limited partner interests (ngl) [st] f_____ s_____: new s_________ o_: equitable retirement account,s,06/03/2024,,"$100,001 - $250,000",,st,ngl
325,20024612,,jt,"advanced micro devices, inc. (amd) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",p,02/22/2024,,"$1,001 - $15,000",,st,amd
326,20024612,,jt,booking holdings inc. - common stock (bkng) [st],p,02/09/2024,,"$1,001 - $15,000",,st,bkng
327,20024612,,jt,booking holdings inc. - common stock (bkng) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,p,02/08/2024,,"$1,001 - $15,000",,st,bkng
328,20024612,,jt,charles schwab corporation (schw) [st],s,02/01/2024,,"$1,001 - $15,000",,st,schw
329,20024612,,jt,"cheniere energy, inc. common stock (lng) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,02/01/2024,,"$1,001 - $15,000",,st,lng
330,20024612,,jt,chord energy corporation - common stock (chrd) [st],p,02/13/2024,,"$1,001 - $15,000",,st,chrd
331,20024612,,jt,cognizant technology solutions corporation - class a common stock (ctsh) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,02/12/2024,,"$1,001 - $15,000",,st,ctsh
332,20024612,,jt,dbs group hldgs ltd s/adr (dbsdy) [st],p,02/13/2024,,"$1,001 - $15,000",,st,dbsdy
333,20024612,,jt,deere & company common stock (de) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,02/01/2024,,"$1,001 - $15,000",,st,de
334,20024612,,jt,eli lilly and company common stock (lly) [st],s,02/08/2024,,"$1,001 - $15,000",,st,lly
335,20024612,,jt,exact sciences corporation - common stock (exas) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,02/01/2024,,"$1,001 - $15,000",,st,exas
336,20024612,,jt,"first solar, inc. - common stock (fslr) [st]",s,02/01/2024,,"$1,001 - $15,000",,st,fslr
337,20024612,,jt,"freeport-mcmoran, inc. common stock (fcx) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,02/29/2024,,"$1,001 - $15,000",,st,fcx
338,20024612,,jt,kkr & co. inc. common stock (kkr) [st],p,02/08/2024,,"$1,001 - $15,000",,st,kkr
339,20024612,,jt,"meta platforms, inc. - class a common stock (meta) [st]",s,02/08/2024,,"$1,001 - $15,000",,st,meta
340,20024612,,jt,microsoft corporation - common stock (msft) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,02/08/2024,,"$1,001 - $15,000",,st,msft
341,20024612,,jt,microsoft corporation - common stock (msft) [op],p,02/13/2024,,"$500,001 - $1,000,000",,op,msft
342,20024612,,jt,microsoft corporation - common stock (msft) [op] f_____ s_____: new s_________ o_: morgan stanley - portfo d__________: call options; strike price $lio managementactive assets a c_______: ref: 043ik92l170; expires 01/17/2025ccount,p,02/12/2024,,"$1,000,001 - $5,000,000",,op,msft
343,20024612,,jt,microsoft corporation - common stock (msft) [op],p,02/13/2024,,"$1,000,001 - $5,000,000",,op,msft
344,20024612,,jt,microsoft corporation - common stock (msft) [op] f_____ s_____: new s_________ o_: morgan stanley - portfo d__________: call options; strike price $lio managementactive assets a c_______: ref: 043ik90l165; expires 01/17/2025ccount,p,02/12/2024,,"$1,000,001 - $5,000,000",,op,msft
345,20024612,,jt,microsoft corporation - common stock (msft) [op],p,02/12/2024,,"$500,001 - $1,000,000",,op,msft
346,20024612,,jt,microsoft corporation - common stock (msft) [op] f_____ s_____: new s_________ o_: morgan stanley - portfo d__________: call options; strike price $lio managementactive assets a c_______: ref: 043ik86l165; expires 01/17/2025ccount,p,02/12/2024,,"$1,000,001 - $5,000,000",,op,msft
347,20024612,,jt,microsoft corporation - common stock (msft) [op],p,02/12/2024,,"$1,000,001 - $5,000,000",,op,msft
348,20024612,,jt,microsoft corporation - common stock (msft) [op] f_____ s_____: new s_________ o_: morgan stanley - portfolio managementactive assets a d__________: call options; strike price $240; expires 06/20/2025ccount,s,02/13/2024,,"$1,000,001 - $5,000,000",,op,msft
349,20024612,,jt,microsoft corporation - common stock (msft) [op],s,02/13/2024,,"$500,001 - $1,000,000",,op,msft
350,20024612,,jt,microsoft corporation - common stock (msft) [st] f_____ s_____: new s_________ o_: morgan stanley - portfolio managementactive assets account,s,02/12/2024,,"$1,000,001 - $5,000,000",,st,msft
351,20024612,,jt,microsoft corporation - common stock (msft) [op],s,02/12/2024,,"$1,000,001 - $5,000,000",,op,msft
352,20024612,,jt,microsoft corporation - common stock (msft) [op] f_____ s_____: new s_________ o_: morgan stanley - portfolio managementactive assets a d__________: call options; strike price $230; expires 06/20/2025ccount,s,02/12/2024,,"$1,000,001 - $5,000,000",,op,msft
353,20024612,,jt,microsoft corporation - common stock (msft) [op],s,02/12/2024,,"$500,001 - $1,000,000",,op,msft
354,20024612,,jt,microsoft corporation - common stock (msft) [op] f_____ s_____: new s_________ o_: morgan stanley - portfolio managementactive assets a d__________: call options; strike price $220; expires 06/20/2025ccount,s,02/12/2024,,"$1,000,001 - $5,000,000",,op,msft
355,20024612,,jt,"moderna, inc. - common stock (mrna) [st]",s,02/01/2024,,"$1,001 - $15,000",,st,mrna
356,20024612,,jt,"mongodb, inc. - class a common stock (mdb) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,02/08/2024,,"$1,001 - $15,000",,st,mdb
357,20024612,,jt,morgan stanley common stock (ms) [st],s,02/01/2024,,"$1,001 - $15,000",,st,ms
358,20024612,,jt,msci inc. common stock (msci) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,02/01/2024,,"$1,001 - $15,000",,st,msci
359,20024612,,jt,"netflix, inc. - common stock (nflx) [st]",s,02/08/2024,,"$1,001 - $15,000",,st,nflx
360,20024612,,jt,nvidia corporation - common stock (nvda) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,02/08/2024,,"$1,001 - $15,000",,st,nvda
361,20024612,,jt,"palo alto networks, inc. (panw) [st]",s,02/21/2024,,"$1,001 - $15,000",,st,panw
362,20024612,,jt,"regeneron pharmaceuticals, inc. - common stock (regn) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1",s,02/08/2024,,"$1,001 - $15,000",,st,regn
363,20024612,,jt,taiwan semiconductor manufacturing company ltd. (tsm) [st],s,02/09/2024,,"$1,001 - $15,000",,st,tsm
364,20024612,,jt,terex corporation common stock (tex) [st] f_____ s_____: new s_________ o_: morgan stanley - selectuma account #1,s,02/13/2024,,"$1,001 - $15,000",,st,tex
365,20024612,,jt,"the trade desk, inc. - class a common stock (ttd) [st]",s,02/01/2024,,"$1,001 - $15,000",,st,ttd
366,20024800,,,ngl energy partners lp common units representing limited partner interests (ngl) [st] f_____ s_____: new s_________ o_: equitable retirement account,s,04/01/2024,,"$100,001 - $250,000",,st,ngl
367,20024622,,sp,nvidia corporation - common stock (nvda) [st] f_____ s_____: new s_________ o_: cp - inv,p,02/20/2024,,"$1,001 - $15,000",,st,nvda
368,20024924,,,berkshire hathaway inc. new common stock (brk.b) [st] f_____ s_____: new,p,04/24/2024,,"$1,001 - $15,000",,st,brk.b
369,20024924,,,"goldman sachs group, inc. (gs) [st]",p,04/24/2024,,"$1,001 - $15,000",,st,gs
370,20024924,,,"home depot, inc. (hd) [st] f_____ s_____: new",p,04/24/2024,,"$1,001 - $15,000",,st,hd
371,20024924,,,microsoft corporation - common stock (msft) [st] f_____ s_____: new,p,04/24/2024,,"$1,001 - $15,000",,st,msft
372,20024924,,,qualcomm incorporated - common stock (qcom) [st],p,04/24/2024,,"$1,001 - $15,000",,st,qcom
373,20024924,,,the hershey company common stock (hsy) [st],p,04/24/2024,,"$1,001 - $15,000",,st,hsy
374,20024924,,,tractor supply company - common stock (tsco) [st] f_____ s_____: new,p,04/24/2024,,"$1,001 - $15,000",,st,tsco
375,20025108,,,"advanced micro devices, inc. (amd) [st] f_____ s_____: new",p,05/21/2024,,"$1,001 - $15,000",,st,amd
376,20025108,,,apple inc. - common stock (aapl) [st],p,05/21/2024,,"$1,001 - $15,000",,st,aapl
377,20025108,,,"caterpillar, inc. common stock (cat) [st] f_____ s_____: new",p,05/21/2024,,"$1,001 - $15,000",,st,cat
378,20025108,,,charles schwab corporation (schw) [st],p,05/21/2024,,"$1,001 - $15,000",,st,schw
379,20025108,,,"kinder morgan, inc. common stock (kmi) [st] f_____ s_____: new",p,05/21/2024,,"$1,001 - $15,000",,st,kmi
380,20025108,,,southern company (so) [st],p,05/21/2024,,"$1,001 - $15,000",,st,so
381,20024481,,jt,costco wholesale corporation - common stock (cost) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investmentaccount,p,01/12/2024,,"$1,001 - $15,000",,st,cost
382,20024481,,dc,exact sciences corporation - common stock (exas) [st],s,01/02/2024,,"$1,001 - $15,000",,st,exas
383,20024481,,jt,inland real estate income trust [ps] f_____ s_____: new s_________ o_: hern family revocable l_______: us d__________: dividend reinvestmenttrust > brokerage investmentaccount,p,01/05/2024,,"$1,001 - $15,000",,ps,
384,20024481,,jt,jp morgan chase & co. common stock (jpm) [st],p,01/31/2024,,"$1,001 - $15,000",,st,jpm
385,20024481,,dc,vuzix corporation (vuzi) [st] f_____ s_____: new s_________ o_: kaden everett hern tru d__________: sell to closest,s,01/02/2024,,"$1,001 - $15,000",,st,vuzi
386,20025040,,jt,inland real estate income trust [ps] f_____ s_____: new s_________ o_: hern family revocable l_______: us d__________: dividend reinvestmenttrust > brokerage investment account,p,04/08/2024,,"$1,001 - $15,000",,ps,
387,20025040,,jt,jp morgan chase & co. common stock (jpm) [st],p,04/30/2024,,"$1,001 - $15,000",,st,jpm
388,20025040,,jt,toronto dominion bank ser e note 04/27/2029 [cs] f_____ s_____: new s_________ o_: hern family foundatio d__________: buy openn,p,04/24/2024,,"$250,001 - $500,000",,,
389,20024669,,jt,accenture plc class a ordinary shares (acn) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account,p,02/20/2024,,"$1,001 - $15,000",,st,acn
390,20024669,,jt,"marsh & mclennan companies, inc. common stock (mmc) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account",p,02/15/2024,,"$1,001 - $15,000",,st,mmc
391,20024669,,jt,"oneok, inc. common stock (oke) [st]",p,02/14/2024,,"$1,001 - $15,000",,st,oke
392,20024669,,jt,texas instruments incorporated - common stock (txn) [st],p,02/13/2024,,"$1,001 - $15,000",,st,txn
393,20024669,,jt,texas instruments incorporated - common stock (txn) [st] f_____ s_____: new s_________ o_: hern family foundatio d__________: dividend reinvestmentn,p,02/13/2024,,"$1,001 - $15,000",,st,txn
394,20024305,,dc,"carecloud, inc. (ccld) [st] f_____ s_____: new s_________ o_: kaden everett hern tru d__________: sell to closest",s,12/08/2023,,"$1,001 - $15,000",,st,ccld
395,20024305,,jt,devon energy corporation (dvn) [st],p,12/29/2023,,"$15,001 - $50,000",,st,dvn
396,20024305,,jt,devon energy corporation (dvn) [st] f_____ s_____: new s_________ o_: hern family foundatio d__________: dividend reinvestmentn,p,12/29/2023,,"$1,001 - $15,000",,st,dvn
397,20024305,,jt,emerson electric company (emr) [st],p,12/11/2023,,"$1,001 - $15,000",,st,emr
398,20024305,,jt,exxon mobil corporation (xom) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account,p,12/11/2023,,"$1,001 - $15,000",,st,xom
399,20024305,,jt,"home depot, inc. (hd) [st]",p,12/14/2023,,"$1,001 - $15,000",,st,hd
400,20024305,,jt,"home depot, inc. (hd) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account",p,12/14/2023,,"$1,001 - $15,000",,st,hd
401,20024305,,jt,johnson & johnson (jnj) [st],p,12/05/2023,,"$1,001 - $15,000",,st,jnj
402,20024305,,jt,linde plc - ordinary shares (lin) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account,p,12/18/2023,,"$1,001 - $15,000",,st,lin
403,20024305,,jt,lockheed martin corporation (lmt) [st],p,12/29/2023,,"$1,001 - $15,000",,st,lmt
404,20024305,,jt,"nextera energy, inc. (nee) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account",p,12/15/2023,,"$1,001 - $15,000",,st,nee
405,20024305,,jt,pioneer natural resources company (pxd) [st],p,12/22/2023,,"$1,001 - $15,000",,st,pxd
406,20024305,,jt,"rockwell automation, inc. (rok) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account",p,12/11/2023,,"$1,001 - $15,000",,st,rok
407,20024305,,jt,rtx corporation (rtx) [st],p,12/14/2023,,"$1,001 - $15,000",,st,rtx
408,20024305,,jt,unitedhealth group incorporated common stock (unh) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investment account,p,12/12/2023,,"$1,001 - $15,000",,st,unh
409,20024305,,jt,"williams companies, inc. (wmb) [st]",p,12/26/2023,,"$1,001 - $15,000",,st,wmb
410,20024253,,jt,"albertsons companies, inc. class a (aci) [st] f_____ s_____: new s_________ o_: morgan stanley trust account",p,12/14/2023,,"$15,001 - $50,000",,st,aci
411,20024253,,jt,heico corporation (hei) [st],s,12/20/2023,,"$15,001 - $50,000",,st,hei
412,20024253,,jt,"palo alto networks, inc. (panw) [st] f_____ s_____: new s_________ o_: morgan stanley trust account",p,12/01/2023,,"$50,001 - $100,000",,st,panw
413,20024253,,jt,wayfair inc. class a (w) [st],p,12/20/2023,,"$1,001 - $15,000",,st,w
414,20024253,,jt,wayfair inc. class a (w) [st] f_____ s_____: new s_________ o_: morgan stanley trust account,p,12/15/2023,,"$15,001 - $50,000",,st,w
415,20025232,,jt,accenture plc class a ordinary shares (acn) [st] f_____ s_____: new s_________ o_: hern family revocable d__________: dividend reinvestmenttrust > brokerage investmentaccount,p,05/17/2024,,"$1,001 - $15,000",,st,acn
