,document_id,id,owner,asset,transactiontype,date,notif_date,amount,capgains,assettype,ticker
22,20022667,,sp,fedex corporation (fdx) [st] f_____ s_____: new d__________: part of my spouse's retirement portfolio.,s,03/09/2023,,"$1,001 - $15,000",,st,fdx
23,20022667,,sp,first republic bank (frc) [st],s,03/20/2023,,"$1,001 - $15,000",,st,frc
24,20022667,,sp,svb financial group (sivb) [st] f_____ s_____: new d__________: part of my spouse's retirement portfolio.,p,03/09/2023,,"$1,001 - $15,000",,st,sivb
25,20023073,,sp,northwest natural holding company (nwn) [st] f_____ s_____: new d__________: dividend reinvestment. part of my spouse'sretirement portfolio.,p,05/15/2023,,"$1,001 - $15,000",,st,nwn
26,20023073,,sp,"paypal holdings, inc. (pypl) [st]",p,05/10/2023,,"$1,001 - $15,000",,st,pypl
27,20022391,,,walt disney company (dis) [st] f_____ s_____: new,s,01/20/2023,,"$15,001 - $50,000",,st,dis
28,20022259,,,stryker corporation (syk) [st] f_____ s_____: new,s,12/30/2022,,"$100,001 - $250,000",,st,syk
29,20022259,,sp,stryker corporation (syk) [st],s,01/03/2023,,"$100,001 - $250,000",,st,syk
30,20023615,,sp,ford motor company (f) [st] f_____ s_____: new d__________: part of my spouse's retirement portfolio.,s,08/16/2023,,"$15,001 - $50,000",,st,f
31,20023615,,sp,northwest natural holding company (nwn) [st],p,08/15/2023,,"$1,001 - $15,000",,st,nwn
32,20023615,,sp,sysco corporation (syy) [st] f_____ s_____: new d__________: part of my spouse's retirement portfolio.,p,08/23/2023,,"$1,001 - $15,000",,st,syy
33,20023615,,sp,sysco corporation (syy) [st],p,08/24/2023,,"$1,001 - $15,000",,st,syy
34,20022541,,,advance auto parts inc. (aap) [st] f_____ s_____: new,p,02/24/2023,,"$15,001 - $50,000",,st,aap
35,20022541,,,advance auto parts inc. (aap) [st],s,02/24/2023,,"$1,001 - $15,000",,st,aap
36,20022541,,,blackstone inc. (bx) [st] f_____ s_____: new,p,02/24/2023,,"$15,001 - $50,000",,st,bx
37,20022541,,,stryker corporation (syk) [st],p,02/24/2023,,"$1,001 - $15,000",,st,syk
38,20022541,,,the cigna group (ci) [st] f_____ s_____: new,p,02/24/2023,,"$15,001 - $50,000",,st,ci
39,20024076,,sp,international paper company (ip) [st] f_____ s_____: new d__________: part of my spouse's retirement portfolio.,s,11/08/2023,,"$1,001 - $15,000",,st,ip
40,20024076,,sp,northwest natural holding company (nwn) [st],p,11/15/2023,,"$1,001 - $15,000",,st,nwn
41,20024076,,sp,"paypal holdings, inc. (pypl) [st] f_____ s_____: new d__________: part of my spouse's retirement portfolio.",s,11/09/2023,,"$1,001 - $15,000",,st,pypl
42,20022499,,sp,advance auto parts inc. (aap) [st] f_____ s_____: new,p,02/24/2023,,"$15,001 - $50,000",,st,aap
43,20022499,,sp,advance auto parts inc. (aap) [st],s,02/24/2023,,"$1,001 - $15,000",,st,aap
44,20022499,,sp,"blackstone inc. (bx) [st] f_____ s_____: new d__________: the terms of the call are a strike price of $89, and an expiration of 04/6/202",s,02/24/2023,,"$1,001 - $15,000 3.",,st,bx
45,20022499,,sp,blackstone inc. (bx) [st],p,02/24/2023,,"$15,001 - $50,000",,st,bx
46,20022499,,sp,microsoft corporation (msft) [st] f_____ s_____: new,p,02/24/2023,,"$15,001 - $50,000",,st,msft
47,20023153,,sp,"blackstone inc. (bx) [st] f_____ s_____: new d__________: the terms of the call are a strike price of $89, and an expiration of 07/14/20",s,06/01/2023,,"$1,001 - $15,000 23",,st,bx
48,20022685,,,amgen inc. (amgn) [st] f_____ s_____: new d__________: purchase of 100 shares,p,04/05/2023,,"$15,001 - $50,000",,st,amgn
49,20022685,,sp,microsoft corporation (msft) [st],s,04/10/2023,,"$15,001 - $50,000",,st,msft
50,20022685,,,phillips 66 (psx) [st] f_____ s_____: new d__________: purchase of 200 shares.,p,04/05/2023,,"$15,001 - $50,000",,st,psx
51,20022685,,,stryker corporation (syk) [st],s,03/17/2023,,"$15,001 - $50,000",,st,syk
52,20022685,,,texas instruments incorporated (txn) [st] f_____ s_____: new d__________: sale of 29 shares,s,04/05/2023,,"$1,001 - $15,000",,st,txn
53,20023382,,sp,blackstone inc. (bx) [st] f_____ s_____: new,s,07/17/2023,,"$15,001 - $50,000",,st,bx
54,20023382,,,blackstone inc. (bx) [st],s,07/14/2023,,"$15,001 - $50,000",,st,bx
55,20023382,,,phillips 66 (psx) [st] f_____ s_____: new,s,07/21/2023,,"$15,001 - $50,000",,st,psx
56,20023382,,,the cigna group (ci) [st],s,07/21/2023,,"$15,001 - $50,000",,st,ci
57,20023612,,sp,abbvie inc. (abbv) [st] f_____ s_____: new,s,08/14/2023,,"$15,001 - $50,000",,st,abbv
58,20023612,,,chemours company (cc) [st],p,08/09/2023,,"$15,001 - $50,000",,st,cc
59,20023612,,,cme group inc. - class a (cme) [st] f_____ s_____: new d__________: purchase of 100 shares,p,08/09/2023,,"$15,001 - $50,000",,st,cme
60,20023612,,,"united parcel service, inc. (ups) [st]",p,08/09/2023,,"$15,001 - $50,000",,st,ups
61,20024169,,,abbvie inc. (abbv) [st] f_____ s_____: new,s,12/08/2023,,"$1,001 - $15,000",,st,abbv
62,20024169,,,blackstone inc. (bx) [st],s,12/08/2023,,"$1,001 - $15,000",,st,bx
63,20024169,,,blackstone inc. (bx) [st] f_____ s_____: new,p,12/08/2023,,"$15,001 - $50,000",,st,bx
64,20024169,,,cme group inc. - class a (cme) [st],s,12/06/2023,,"$15,001 - $50,000",,st,cme
65,20024169,,,"palo alto networks, inc. (panw) [st] f_____ s_____: new",p,12/08/2023,,"$15,001 - $50,000",,st,panw
66,20024169,,,valero energy corporation (vlo) [st],p,12/08/2023,,"$15,001 - $50,000",,st,vlo
67,20023786,,sp,blackstone inc. (bx) [st] f_____ s_____: new,s,09/25/2023,,"$15,001 - $50,000",,st,bx
68,20023786,,,"merck & company, inc. common stock (mrk) [st]",s,09/13/2023,,"$1,001 - $15,000",,st,mrk
69,20023786,,,microsoft corporation (msft) [st] f_____ s_____: new,s,09/15/2023,,"$15,001 - $50,000",,st,msft
70,20023340,,sp,abbvie inc. (abbv) [st] f_____ s_____: new,p,07/06/2023,,"$15,001 - $50,000",,st,abbv
71,20023340,,sp,alphabet inc. - class a (googl) [st],p,07/06/2023,,"$15,001 - $50,000",,st,googl
72,20023340,,sp,"amazon.com, inc. (amzn) [st] f_____ s_____: new",p,07/06/2023,,"$15,001 - $50,000",,st,amzn
73,20023340,,sp,"amazon.com, inc. (amzn) [st]",s,07/06/2023,,"$1,001 - $15,000",,st,amzn
74,20023340,,sp,berkshire hathaway inc. new (brk.b) [st] f_____ s_____: new,p,07/06/2023,,"$1,001 - $15,000",,st,brk.b
75,20023340,,sp,chemours company (cc) [st],p,07/06/2023,,"$15,001 - $50,000",,st,cc
76,20023340,,sp,"chemours company (cc) [st] f_____ s_____: new d__________: the terms of the call are a strike price of $36, and an expiration of 08/11/20",s,07/06/2023,,"$1,001 - $15,000 23",,st,cc
77,20023623,,sp,"advanced micro devices, inc. (amd) [st] f_____ s_____: new",p,08/09/2023,,"$1,001 - $15,000",,st,amd
78,20023623,,sp,alphabet inc. - class a (googl) [st],s,08/14/2023,,"$15,001 - $50,000",,st,googl
79,20023623,,sp,"amazon.com, inc. (amzn) [st] f_____ s_____: new",s,08/14/2023,,"$15,001 - $50,000",,st,amzn
80,20023623,,sp,berkshire hathaway inc. new (brk.b) [st],s,08/14/2023,,"$15,001 - $50,000",,st,brk.b
81,20023623,,sp,"best buy co., inc. (bby) [st] f_____ s_____: new",p,08/22/2023,,"$15,001 - $50,000",,st,bby
82,20023623,,sp,blackstone inc. (bx) [st],p,08/09/2023,,"$15,001 - $50,000",,st,bx
83,20023623,,sp,"prudential financial, inc. (pru) [st] f_____ s_____: new",p,08/22/2023,,"$15,001 - $50,000",,st,pru
84,20023623,,sp,royal bank of canada (ry) [st],p,08/09/2023,,"$15,001 -",,st,ry
85,20023623,,sp,stellantis n.v. common shares (stla) [st] f_____ s_____: new,p,08/22/2023,,"$15,001 - $50,000",,st,stla
86,20023623,,sp,"united parcel service, inc. (ups) [st]",p,08/09/2023,,"$15,001 - $50,000",,st,ups
87,20022894,,,kayne anderson sm quality val [hn] f_____ s_____: new s_________ o_: morgan stanley unifiedmanagement account,s,05/01/2023,,"$100,001 - $250,000",,,
88,20023950,,,coca-cola company (ko) [st] f_____ s_____: new s_________ o_: katherine m. clark separate share trust,s,10/09/2023,,"$15,001 - $50,000",,st,ko
89,20022917,,,"warner bros. discovery, inc. - series a (wbd) [st] f_____ s_____: new s_________ o_: judith s. clark irrevocable trust d__________: received shares of warnerbros. discovery,inc. (wbd) inexchange for at&",e,04/08/2022,,"$1,001 - $15,000 t inc. (t) as a result",,st,wbd
90,20022917,,,"warner bros. discovery, inc. - series a (wbd) [st]",e,04/08/2022,,"$1,001 - $15,000",,st,wbd
91,20022368,,,first natl bk & tr weatherford tex ctf dep act [cs] f_____ s_____: new s_________ o_: stephens advantage account d__________: first natl bk & tr weatherford tex ctf dep act/365 int rate,p,01/31/2023,,"$250,001 - $500,000 4.650 maturity 2",,,
92,20023162,,,first horizon corporation (fhn) [st] f_____ s_____: new s_________ o_: stephens roth ira,p,05/26/2023,,"$15,001 - $50,000",,st,fhn
93,20023392,,,fedex corporation (fdx) [st] f_____ s_____: new s_________ o_: stephens advantage account,p,06/29/2023,,"$15,001 - $50,000",,st,fdx
94,20022309,,jt,"dominion energy, inc. (d) [st] f_____ s_____: new s_________ o_: tiaa joint",s,12/06/2022,,"$1,001 - $15,000",,st,d
95,20022309,,jt,"leidos holdings, inc. (ldos) [st]",s,12/06/2022,,"$15,001 - $50,000",,st,ldos
96,20022309,,jt,science applications international corporation (saic) [st] f_____ s_____: new s_________ o_: tiaa joint,s,12/06/2022,,"$1,001 - $15,000",,st,saic
97,20023575,,jt,"dominion energy, inc. (d) [st] f_____ s_____: new s_________ o_: tiaa joint",s,08/15/2023,,"$1,001 - $15,000",,st,d
98,20023575,,jt,"leidos holdings, inc. (ldos) [st]",s,08/15/2023,,"$1,001 - $15,000",,st,ldos
99,20023575,,jt,science applications international corporation (saic) [st] f_____ s_____: new s_________ o_: tiaa joint,s,08/15/2023,,"$1,001 - $15,000",,st,saic
100,20022770,,,spdr s&p 500 (spy) [st] f_____ s_____: new,p,03/20/2023,,"$1,001 - $15,000",,st,spy
101,20022660,,jt,"dominion energy, inc. (d) [st] f_____ s_____: new s_________ o_: tiaa joint",s,03/29/2023,,"$1,001 - $15,000",,st,d
102,20022660,,jt,"leidos holdings, inc. (ldos) [st]",s,03/29/2023,,"$1,001 - $15,000",,st,ldos
103,20022660,,jt,science applications international corporation (saic) [st] f_____ s_____: new s_________ o_: tiaa joint,s,03/29/2023,,"$1,001 - $15,000",,st,saic
104,20024004,,jt,"dominion energy, inc. (d) [st] f_____ s_____: new s_________ o_: tiaa joint",s,11/13/2023,,"$1,001 - $15,000",,st,d
105,20024004,,jt,"leidos holdings, inc. (ldos) [st]",s,11/13/2023,,"$15,001 - $50,000",,st,ldos
106,20024004,,jt,science applications international corporation (saic) [st] f_____ s_____: new s_________ o_: tiaa joint,s,11/13/2023,,"$1,001 - $15,000",,st,saic
107,20023082,,sp,"3m company (mmm) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,05/14/2020,,"$15,001 - $50,000",,st,mmm
108,20023082,,sp,3m company (mmm) [st],s,05/14/2020,,"$1,001 - $15,000",,st,mmm
109,20023082,,,"3m company (mmm) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,08/22/2019,,"$15,001 - $50,000",,st,mmm
110,20023082,,sp,3m company (mmm) [st],p,06/19/2019,,"$15,001 - $50,000",,st,mmm
111,20023082,,sp,3m company (mmm) [st] f_____ s_____: new s_________ o_: livtr,s,05/17/2019,,"$1,001 - $15,000",,st,mmm
112,20023082,,sp,abbott laboratories (abt) [st],p,09/27/2019,,"$15,001 - $50,000",,st,abt
113,20023082,,,"abbott laboratories (abt) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,09/13/2019,,"$15,001 - $50,000",,st,abt
114,20023082,,sp,abbvie inc. (abbv) [st],p,05/12/2020,,"$15,001 - $50,000",,st,abbv
115,20023082,,sp,"abbvie inc. (abbv) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,11/16/2020,,"$15,001 - $50,000",,st,abbv
116,20023082,,sp,accenture plc class a ordinary shares (acn) [st],s,03/14/2023,,"$50,001 - $100,000",,st,acn
117,20023082,,sp,"accenture plc class a ordinary shares (acn) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,05/13/2021,,"$50,001 - $100,000",,st,acn
118,20023082,,,accenture plc class a ordinary shares (acn) [st],p,08/28/2019,,"$15,001 - $50,000",,st,acn
119,20023082,,,"accenture plc class a ordinary shares (acn) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,10/17/2019,,"$15,001 - $50,000",,st,acn
120,20023082,,sp,accenture plc class a ordinary shares (acn) [st],p,09/27/2019,,"$15,001 - $50,000",,st,acn
121,20023082,,sp,"albemarle corporation (alb) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,05/04/2021,,"$15,001 - $50,000",,st,alb
122,20023082,,sp,albemarle corporation (alb) [st],p,02/10/2021,,"$1,001 - $15,000",,st,alb
123,20023082,,sp,"alphabet inc. - class a (googl) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,02/28/2020,,"$15,001 - $50,000",,st,googl
124,20023082,,sp,alphabet inc. - class a (googl) [st],p,12/27/2019,,"$15,001 - $50,000",,st,googl
125,20023082,,,"amazon.com, inc. (amzn) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,09/10/2019,,"$15,001 - $50,000",,st,amzn
126,20023082,,,"american water works company, inc. (awk) [st]",p,09/10/2019,,"$15,001 - $50,000",,st,awk
127,20023082,,,"amgen inc. (amgn) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,08/29/2019,,"$15,001 - $50,000",,st,amgn
128,20023082,,sp,amgen inc. (amgn) [st],p,09/27/2019,,"$15,001 - $50,000",,st,amgn
129,20023082,,sp,"amgen inc. (amgn) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,08/18/2022,,"$15,001 - $50,000",,st,amgn
130,20023082,,sp,bayer ag ordinary shares (bayzf) [st],s,06/07/2018,,"$1,001 - $15,000",,st,bayzf
131,20023082,,sp,bb&t corporation (bbt) [st] f_____ s_____: new s_________ o_: livtr,s,04/27/2018,,"$15,001 - $50,000",,st,bbt
132,20023082,,sp,bb&t corporation (bbt) [st],s,06/19/2019,,"$15,001 - $50,000",,st,bbt
133,20023082,,sp,bb&t corporation (bbt) [st] f_____ s_____: new s_________ o_: inira,s,03/23/2017,,"$1,001 - $15,000",,st,bbt
134,20023082,,sp,bb&t corporation (bbt) [st],s,03/23/2017,,"$15,001 - $50,000",,st,bbt
135,20023082,,,"blackrock, inc. (blk) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,09/24/2019,,"$15,001 - $50,000",,st,blk
136,20023082,,sp,cae inc. ordinary shares (cae) [st],s,10/31/2019,,"$1,001 - $15,000",,st,cae
137,20023082,,sp,cae inc. ordinary shares (cae) [st] f_____ s_____: new s_________ o_: livtr,p,04/09/2019,,"$1,001 - $15,000",,st,cae
138,20023082,,sp,carnival corporation (ccl) [st],s,04/11/2019,,"$1,001 - $15,000",,st,ccl
139,20023082,,sp,carnival corporation (ccl) [st] f_____ s_____: new s_________ o_: livtr,p,01/29/2018,,"$1,001 - $15,000",,st,ccl
140,20023082,,sp,chubb limited (cb) [st],p,08/18/2022,,"$15,001 - $50,000",,st,cb
141,20023082,,sp,"chubb limited (cb) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,07/02/2020,,"$15,001 - $50,000",,st,cb
142,20023082,,sp,chubb limited (cb) [st],p,11/16/2020,,"$15,001 - $50,000",,st,cb
143,20023082,,sp,"church & dwight company, inc. (chd) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,01/25/2021,,"$15,001 - $50,000",,st,chd
144,20023082,,sp,"church & dwight company, inc. (chd) [st]",s,03/10/2021,,"$15,001 - $50,000",,st,chd
145,20023082,,,"costco wholesale corporation (cost) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,09/10/2019,,"$15,001 - $50,000",,st,cost
146,20023082,,sp,costco wholesale corporation (cost) [st],p,04/27/2017,,"$15,001 - $50,000",,st,cost
147,20023082,,sp,"deere & company (de) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,02/10/2021,,"$15,001 - $50,000",,st,de
148,20023082,,sp,deere & company (de) [st],p,02/26/2021,,"$1,001 - $15,000",,st,de
149,20023082,,sp,"dominion energy, inc. (d) [st]",s,12/15/2020,,"$15,001 - $50,000",,st,d
150,20023082,,sp,dover corporation (dov) [st] f_____ s_____: new s_________ o_: livtr,p,06/15/2020,,"$15,001 - $50,000",,st,dov
151,20023082,,sp,dover corporation (dov) [st],p,05/15/2019,,"$15,001 - $50,000",,st,dov
152,20023082,,sp,dover corporation (dov) [st] f_____ s_____: new s_________ o_: livtr,s,04/11/2018,,"$15,001 - $50,000",,st,dov
153,20023082,,sp,dover corporation (dov) [st],s,05/14/2020,,"$15,001 - $50,000",,st,dov
154,20023082,,,"dover corporation (dov) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,09/17/2019,,"$15,001 - $50,000",,st,dov
155,20023082,,sp,dover corporation (dov) [st],p,06/15/2020,,"$15,001 - $50,000",,st,dov
156,20023082,,sp,"dover corporation (dov) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,05/14/2020,,"$15,001 - $50,000",,st,dov
157,20023082,,sp,dover corporation (dov) [st],p,06/15/2021,,"$15,001 -",,st,dov
158,20023082,,sp,exxon mobil corporation (xom) [st] f_____ s_____: new s_________ o_: inira,s,04/27/2017,,"$1,001 - $15,000",,st,xom
159,20023082,,sp,fedex corporation (fdx) [st],p,05/16/2017,,"$1,001 - $15,000",,st,fdx
160,20023082,,sp,fedex corporation (fdx) [st] f_____ s_____: new s_________ o_: livtr,s,04/09/2019,,"$1,001 - $15,000",,st,fdx
161,20023082,,sp,"freeport-mcmoran, inc. (fcx) [st]",p,02/26/2021,,"$1,001 - $15,000",,st,fcx
162,20023082,,sp,"freeport-mcmoran, inc. (fcx) [st] f_____ s_____: amended s_________ o_: livtr",s,10/04/2021,,"$1,001 - $15,000",,st,fcx
163,20023082,,sp,"freeport-mcmoran, inc. (fcx) [st]",p,02/10/2021,,"$15,001 - $50,000",,st,fcx
164,20023082,,sp,"freeport-mcmoran, inc. (fcx) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,10/07/2021,,"$15,001 - $50,000",,st,fcx
165,20023082,,sp,"home depot, inc. (hd) [st]",p,05/14/2020,,"$1,001 - $15,000",,st,hd
166,20023082,,sp,"home depot, inc. (hd) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,05/14/2020,,"$15,001 - $50,000",,st,hd
167,20023082,,sp,intuit inc. (intu) [st],p,02/28/2020,,"$15,001 - $50,000",,st,intu
168,20023082,,,"intuit inc. (intu) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,08/29/2019,,"$50,001 - $100,000",,st,intu
169,20023082,,,intuit inc. (intu) [st],s,10/17/2019,,"$50,001 - $100,000",,st,intu
170,20023082,,,"johnson & johnson (jnj) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,10/02/2019,,"$1,001 - $15,000",,st,jnj
171,20023082,,sp,johnson & johnson (jnj) [st],p,05/04/2021,,"$15,001 - $50,000",,st,jnj
172,20023082,,sp,"kimberly-clark corporation (kmb) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,01/25/2021,,"$15,001 - $50,000",,st,kmb
173,20023082,,sp,kimberly-clark corporation (kmb) [st],s,01/25/2021,,"$1,001 - $15,000",,st,kmb
174,20023082,,,"kimberly-clark corporation (kmb) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,09/10/2019,,"$15,001 - $50,000",,st,kmb
175,20023082,,sp,kimberly-clark corporation (kmb) [st],p,06/07/2019,,"$1,001 - $15,000",,st,kmb
176,20023082,,,"marriott international - class a (mar) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,08/22/2019,,"$15,001 - $50,000",,st,mar
177,20023082,,,marriott international - class a (mar) [st],s,10/17/2019,,"$15,001 - $50,000",,st,mar
178,20023082,,sp,"marriott international - class a (mar) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,05/14/2020,,"$15,001 - $50,000",,st,mar
179,20023082,,sp,"merck & company, inc. common stock (mrk) [st]",p,07/02/2020,,"$15,001 - $50,000",,st,mrk
180,20023082,,sp,"merck & company, inc. common stock (mrk) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,03/10/2021,,"$15,001 - $50,000",,st,mrk
181,20023082,,sp,"merck & company, inc. common stock (mrk) [st]",s,11/30/2017,,"$1,001 - $15,000",,st,mrk
182,20023082,,sp,"nextera energy, inc. (nee) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,04/17/2020,,"$15,001 - $50,000",,st,nee
183,20023082,,sp,"nextera energy, inc. (nee) [st]",p,03/10/2021,,"$1,001 - $15,000",,st,nee
184,20023082,,sp,"nextera energy, inc. (nee) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,09/25/2020,,"$15,001 - $50,000",,st,nee
185,20023082,,sp,"paychex, inc. (payx) [st]",s,04/15/2020,,"$15,001 - $50,000",,st,payx
186,20023082,,,"paychex, inc. (payx) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,08/27/2019,,"$15,001 - $50,000",,st,payx
187,20023082,,sp,"paychex, inc. (payx) [st]",p,05/23/2018,,"$1,001 - $15,000",,st,payx
188,20023082,,sp,"paypal holdings, inc. (pypl) [st] f_____ s_____: amended s_________ o_: livtr",p,02/10/2021,,"$1,001 - $15,000",,st,pypl
189,20023082,,sp,"paypal holdings, inc. (pypl) [st]",s,10/22/2021,,"$1,001 - $15,000",,st,pypl
190,20023082,,sp,"paypal holdings, inc. (pypl) [st] f_____ s_____: amended s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,10/22/2021,,"$15,001 - $50,000",,st,pypl
191,20023082,,sp,"paypal holdings, inc. (pypl) [st]",p,01/25/2021,,"$15,001 - $50,000",,st,pypl
192,20023082,,sp,"paypal holdings, inc. (pypl) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",p,07/15/2021,,"$15,001 - $50,000",,st,pypl
193,20023082,,sp,"pfizer, inc. (pfe) [st]",p,07/15/2021,,"$15,001 - $50,000",,st,pfe
194,20023082,,sp,"pfizer, inc. (pfe) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,03/14/2023,,"$15,001 - $50,000",,st,pfe
195,20023082,,sp,phillips 66 (psx) [st],p,02/21/2020,,"$15,001 - $50,000",,st,psx
196,20023082,,sp,"phillips 66 (psx) [st] f_____ s_____: new s_________ o_: r.w. allen & associates, inc. > rwa&a - securities",s,04/15/2020,,"$15,001 - $50,000",,st,psx
197,20023082,,sp,procter & gamble company (pg) [st],p,04/17/2020,,"$15,001 - $50,000",,st,pg
198,20023082,,sp,putnam ultra short duration income a (psdtx) [ab],s,01/25/2022,,"$50,001 - $100,000",,,psdtx
