,document_id,last,first,state_dst,year,filing_date
0,20024750,Barragan,Nanette,CA44,2024,2024-03-27
1,20024923,Barragan,Nanette,CA44,2024,2024-04-25
2,20024769,Beyer,Donald Sternoff,VA08,2024,2024-03-31
3,20024458,Allen,Richard W.,GA12,2024,2024-02-16
4,20024277,Allen,Richard W.,GA12,2024,2024-01-11
5,20024580,Blumenauer,Earl,OR03,2024,2024-03-02
6,20024492,Bentz,Cliff,OR02,2024,2024-02-13
7,20025133,Beyer,Donald Sternoff,VA08,2024,2024-06-06
8,20024254,Blumenauer,Earl,OR03,2024,2024-01-04
9,20024671,Blumenauer,Earl,OR03,2024,2024-03-12
10,20024797,Blumenauer,Earl,OR03,2024,2024-04-04
11,20024265,Burgess,Michael C.,TX26,2024,2024-01-08
12,20024437,Burgess,Michael C.,TX26,2024,2024-02-05
13,20024722,Burgess,Michael C.,TX26,2024,2024-03-22
14,20025219,Blumenauer,Earl,OR03,2024,2024-06-06
15,20025194,Blumenauer,Earl,OR03,2024,2024-06-06
16,20024627,Burgess,Michael C.,TX26,2024,2024-03-07
17,20024330,Burgess,Michael C.,TX26,2024,2024-01-22
18,20024984,Blumenauer,Earl,OR03,2024,2024-05-04
19,20024838,Burgess,Michael C.,TX26,2024,2024-04-10
20,20025031,Allen,Richard W.,GA12,2024,2024-05-14
21,20024966,Burgess,Michael C.,TX26,2024,2024-05-02
22,20024188,Cohen,Steve,TN09,2024,2024-01-04
23,20024754,Castor,Kathy,FL14,2024,2024-03-28
24,20024435,Clark,Katherine M.,MA05,2024,2024-02-12
25,20024795,Clark,Katherine M.,MA05,2024,2024-04-04
26,20024347,Chu,Judy,CA28,2024,2024-01-21
27,20024588,Clark,Katherine M.,MA05,2024,2024-03-05
28,20023805,Casten,Sean,IL06,2024,2024-01-16
29,20024540,Cohen,Steve,TN09,2024,2024-02-28
30,20024275,Collins,Michael A.,GA10,2024,2024-01-09
31,20024728,Connolly,Gerald E.,VA11,2024,2024-03-22
32,20024425,DelBene,Suzan K.,WA01,2024,2024-02-05
33,20024317,DelBene,Suzan K.,WA01,2024,2024-01-22
34,20024270,Dingell,Debbie,MI06,2024,2024-02-15
35,20024495,DelBene,Suzan K.,WA01,2024,2024-02-21
36,20025056,Dingell,Debbie,MI06,2024,2024-05-16
37,20024581,DelBene,Suzan K.,WA01,2024,2024-03-08
38,20025178,DelBene,Suzan K.,WA01,2024,2024-06-10
