,document_id,last,first,state_dst,year,filing_date
0,20023812,Allen,Richard W.,GA12,2023,2023-10-05
1,20022202,Axne,Cindy,IA03,2023,2023-01-02
2,20023168,Banks,James E Hon,IN03,2023,2023-06-21
3,20024001,Allen,Richard W.,GA12,2023,2023-11-16
4,20022986,Allen,Richard W.,GA12,2023,2023-06-02
5,20024101,Allen,Richard W.,GA12,2023,2023-12-19
6,20023622,Allen,Richard W.,GA12,2023,2023-09-08
7,20022850,Bentz,Cliff,OR02,2023,2023-05-03
8,20005641,Babin,Brian,TX36,2023,2023-06-09
9,20022807,Beyer,Donald Sternoff,VA08,2023,2023-04-29
10,20023758,Beyer,Donald Sternoff,VA08,2023,2023-10-01
11,20023437,Bice,Stephanie,OK05,2023,2023-08-12
12,20022418,Beyer,Donald Sternoff,VA08,2023,2023-03-03
13,20022603,Beyer,Donald Sternoff,VA08,2023,2023-04-05
14,20022876,Bishop,Dan Daniel,NC08,2023,2023-05-07
15,20023129,Beyer,Donald Sternoff,VA08,2023,2023-07-01
16,20023712,Bishop,Dan Daniel,NC08,2023,2023-09-15
17,20022126,Bishop,Dan Daniel,NC08,2023,2023-05-04
18,20023903,Bishop,Dan Daniel,NC08,2023,2023-10-27
19,20022271,Blumenauer,Earl,OR03,2023,2023-01-12
20,20022521,Blumenauer,Earl,OR03,2023,2023-03-06
21,20022546,Blumenauer,Earl,OR03,2023,2023-03-09
22,20023218,Blumenauer,Earl,OR03,2023,2023-07-12
23,20023435,Blumenauer,Earl,OR03,2023,2023-08-04
24,20022225,Blumenauer,Earl,OR03,2023,2023-01-04
25,20022667,Blumenauer,Earl,OR03,2023,2023-04-05
26,20023073,Blumenauer,Earl,OR03,2023,2023-06-08
27,20023955,Blumenauer,Earl,OR03,2023,2023-11-07
28,20022391,Burgess,Michael C.,TX26,2023,2023-02-09
29,20022259,Burgess,Michael C.,TX26,2023,2023-01-25
30,20023615,Blumenauer,Earl,OR03,2023,2023-09-06
31,20022541,Burgess,Michael C.,TX26,2023,2023-03-14
32,20024076,Blumenauer,Earl,OR03,2023,2023-12-04
33,20022499,Burgess,Michael C.,TX26,2023,2023-03-03
34,20023153,Burgess,Michael C.,TX26,2023,2023-06-15
35,20022685,Burgess,Michael C.,TX26,2023,2023-04-14
36,20023382,Burgess,Michael C.,TX26,2023,2023-08-08
37,20023612,Burgess,Michael C.,TX26,2023,2023-09-05
38,20024169,Burgess,Michael C.,TX26,2023,2023-12-18
39,20023786,Burgess,Michael C.,TX26,2023,2023-10-03
40,20023340,Burgess,Michael C.,TX26,2023,2023-07-18
41,20023623,Burgess,Michael C.,TX26,2023,2023-09-06
42,20022509,Clark,Katherine M.,MA05,2023,2023-03-06
43,20022894,Carter,Earl Leroy,GA01,2023,2023-05-09
44,20023950,Clark,Katherine M.,MA05,2023,2023-11-06
45,20022428,Cohen,Steve,TN09,2023,2023-02-13
46,20022917,Clark,Katherine M.,MA05,2023,2023-06-08
47,20022368,Cohen,Steve,TN09,2023,2023-02-04
48,20023162,Cohen,Steve,TN09,2023,2023-06-26
49,20023392,Cohen,Steve,TN09,2023,2023-07-28
50,20024042,Collins,Michael A.,GA10,2023,2023-12-22
51,20022309,Connolly,Gerald E.,VA11,2023,2023-01-24
52,20023575,Connolly,Gerald E.,VA11,2023,2023-08-25
53,20022770,Crenshaw,Daniel,TX02,2023,2023-04-20
54,20022660,Connolly,Gerald E.,VA11,2023,2023-04-04
55,20024004,Connolly,Gerald E.,VA11,2023,2023-11-14
56,20022423,Curtis,John,UT03,2023,2023-02-13
57,20023082,Allen,Richard W.,GA12,2023,2023-08-10
58,20022249,Curtis,John,UT03,2023,2023-01-10
59,20022624,Curtis,John,UT03,2023,2023-03-27
60,20023061,Curtis,John,UT03,2023,2023-06-02
61,20022561,Curtis,John,UT03,2023,2023-03-13
62,20023799,Curtis,John,UT03,2023,2023-10-04
63,20023867,Curtis,John,UT03,2023,2023-11-16
64,20022721,Curtis,John,UT03,2023,2023-05-10
65,20023444,Curtis,John,UT03,2023,2023-08-07
66,20022453,DelBene,Suzan K.,WA01,2023,2023-02-19
67,20022355,DelBene,Suzan K.,WA01,2023,2023-02-06
68,20022183,DelBene,Suzan K.,WA01,2023,2023-01-02
69,20022288,DelBene,Suzan K.,WA01,2023,2023-01-21
70,20022498,DelBene,Suzan K.,WA01,2023,2023-03-07
71,20022975,DelBene,Suzan K.,WA01,2023,2023-05-25
72,20022589,DelBene,Suzan K.,WA01,2023,2023-03-20
73,20022655,DelBene,Suzan K.,WA01,2023,2023-04-10
74,20023238,DelBene,Suzan K.,WA01,2023,2023-07-07
